OF	1234752
PO	990352
A	653149
IV	644526
HTN	597629
R	588254
L	576732
CT	566489
M.D.	542721
BY	499859
PAST	495948
BP	492205
DATA	491003
RR	474410
AND	459839
WBC	459662
ED	454949
T	453294
Â	418494
GI	391427
EKG	391088
HR	374195
C	370491
PT	365396
MD	350169
CXR	333902
CV	319443
PMD	313659
COPD	300662
I	288021
SOB	286369
P	279992
CAD	279558
INR	275693
PRN	275433
MI	268605
D	267715
HPI	266549
PE	261527
DAY	260478
MRN	250532
CHIEF	246157
F	244042
BID	243432
HEENT	240680
DM	239682
NAME	235563
RRR	223165
LE	223042
PMH	222932
PLANS	217324
MRI	216839
LV	212484
NAD	210795
ER	210431
EF	209816
BUN	208065
II	205930
FOR	205801
CHF	205691
RA	201417
N	201363
LAD	200366
ASA	200219
LABS	197158
M	192142
EXAM	189480
BS	185338
B	183737
DVT	183179
AST	174300
S	173144
NKDA	172400
TTE	171102
ALT	171090
UP	170587
PTT	167982
CBC	167496
CVA	164405
MG	162879
U	159464
HIV	154630
AOR	151247
JVD	149349
AM	148804
DD	146339
UA	145764
GU	145690
CR	142886
HD	142034
DICT	141817
K	141010
MCV	139262
ON	136428
USE	135302
ENT	135154
CP	134336
PA	131027
ROS	130438
TIA	130069
ONLY	129329
IF	128655
DSUM	127614
A.	127159
PM	127103
ST	127010
ID	126475
NT	126211
DT	125282
WITH	124376
CC	123300
UTI	120272
III	119687
X	117312
PSH	114131
ND	113810
EOMI	110103
V	109076
H	105766
CTA	104797
BMP	103059
RV	101222
THE	100607
PLAN	100529
PEG	99349
MEDS	99161
MR	98949
NEURO	98344
NSR	94881
CABG	94151
XL	91788
OR	91468
PERRL	91256
EMS	90454
VS	90372
NECK	88706
LVH	88202
CTAB	87374
QD	86605
AIM	86130
NY	83018
NC	83013
MS	81961
ETOH	81803
NEG	81638
TO	80202
ABD	79812
NO	79693
ATT	79665
CUMC	79380
GERD	78940
TID	77371
O	77142
DP	75772
SKIN	75711
NS	75002
RBC	74985
ICU	74645
POD	73472
OP	73132
SBP	72507
G	72415
PNA	72412
OTHER	72406
EYES	72283
IVF	71964
LVEF	71938
OSH	71642
ECG	71359
E	70893
CPMC	70348
CKD	69849
DATE	69759
ESRD	69645
HHA	68580
RCA	68170
HCT	67335
PND	67322
EGD	66582
CA	66550
HX	64840
ABG	64313
US	64088
TAPE	63867
TSH	63188
CHEST	62949
MICU	62470
EEG	62313
IN	61708
PPD	61272
CN	60295
CK	59381
HA	59145
MMM	58708
DR	58680
AV	58587
GEN	58525
W	57556
AS	57430
LLE	56752
RESP	56529
URINE	55618
TEE	55583
PCA	55526
NH	55277
PTCA	55167
TB	54625
FROM	54506
CCU	53995
VNS	53844
HLD	53791
J	52845
FS	52592
VI	52535
C.	52467
PICC	51998
BPH	51719
AICD	51380
RLE	51072
PHONE	51012
TR	50853
Q	50262
HCTZ	50221
NPO	50095
LEFT	49823
POST	49780
